pc1,pc2,true_label,pred_label,correct
-0.4028961595933728,-0.5398820999010274,1,1,1
-0.027955968311785897,-0.149714409941206,1,1,1
0.059316472674724466,-0.0514454836012344,1,1,1
-0.4051247686427045,-0.5364016023216819,1,1,1
0.34859690870909793,-0.27748876589606175,1,1,1
-0.4010435855624719,-0.5410309652182218,1,1,1
-0.4082753496067261,-0.5350871013155858,1,1,1
-0.4082753496067261,-0.5350871013155858,1,1,1
-0.4010435855624719,-0.5410309652182218,1,1,1
0.36934215756656386,-0.24635273079213837,1,1,1
-0.4028961595933728,-0.5398820999010274,1,1,1
-0.4010435855624719,-0.5410309652182218,1,1,1
-0.4082753496067261,-0.5350871013155858,1,1,1
-0.11714998779437887,-0.22507649024369328,0,0,1
0.06731994125342716,-0.04331251026840162,0,0,1
-0.4028961595933728,-0.5398820999010274,1,1,1
0.059316472674724466,-0.0514454836012344,1,1,1
-0.4051247686427045,-0.5364016023216819,1,1,1
-0.05757071529941998,-0.16242687593499766,0,0,1
-0.4010435855624719,-0.5410309652182218,1,1,1
-0.4082753496067261,-0.5350871013155858,1,1,1
-0.030457992324780823,-0.15061104451726898,1,1,1
0.3697871706473581,-0.24979876323455164,0,1,0
0.059316472674724466,-0.0514454836012344,1,1,1
-0.4051247686427045,-0.5364016023216819,1,1,1
-0.002099013485691055,-0.12438736236471241,1,1,1
-0.4010435855624719,-0.5410309652182218,1,1,1
-0.4082753496067261,-0.5350871013155858,1,1,1
-0.4028961595933728,-0.5398820999010274,1,1,1
-0.1234378189056723,-0.22582050121976568,0,0,1
0.059316472674724466,-0.0514454836012344,1,1,1
-0.4051247686427045,-0.5364016023216819,1,1,1
0.0665131761548551,-0.03908432307116158,0,1,0
